line,invasive1,cost1,y1,spec101,spec251,prot251,prot501,invasive2,cost2,y2,spec102,spec252,prot252,prot502,invasive3,cost3,y3,spec103,spec253,prot253,prot503,respid,male,agegr,block,q20_1,q20_2,q20_3,q20_4,dq21_1,dq21_2,dq21_3,q21_1,q21_2,q21_3,q21_4,q21_5,q21_6,q22_1,q22_2,q22_3,q22_4,q22_5,q22_6,q22_7,q22_8,q22_9,q22_10,q23_1,q23_2,q24_1,q24_2,q24_3,q24_4,q24_5,q24_6,q24_7,q25_1,q25_2,q34,edu,job,age,country,inttime,resumed,income,england,scotland,wales,nireland,protest1,protest2,protest3,id,set
3021,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1508,1,5,1,1,1,1,1,,,,,,,,,,2,3,4,3,3,4,4,4,4,3,4,5,4,3,4,4,5,5,5,3,2,2,4,6,55,1,26.48,1,1500,1,0,0,0,0,0,0,504,3
3022,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1508,1,5,1,1,1,1,1,,,,,,,,,,2,3,4,3,3,4,4,4,4,3,4,5,4,3,4,4,5,5,5,3,2,2,4,6,55,1,26.48,1,1500,1,0,0,0,0,0,0,504,4
3023,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1508,1,5,1,1,1,1,1,,,,,,,,,,2,3,4,3,3,4,4,4,4,3,4,5,4,3,4,4,5,5,5,3,2,2,4,6,55,1,26.48,1,1500,1,0,0,0,0,0,0,504,5
3024,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1508,1,5,1,1,1,1,1,,,,,,,,,,2,3,4,3,3,4,4,4,4,3,4,5,4,3,4,4,5,5,5,3,2,2,4,6,55,1,26.48,1,1500,1,0,0,0,0,0,0,504,6
3025,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,1510,0,1,1,2,2,2,2,,,,,,,,,,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,1,24,1,13.52,1,2500,1,0,0,0,0,0,0,505,1
3026,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,30,1,0,0,1,0,1510,0,1,1,2,2,2,2,,,,,,,,,,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,1,24,1,13.52,1,2500,1,0,0,0,0,0,0,505,2
3027,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1510,0,1,1,2,2,2,2,,,,,,,,,,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,1,24,1,13.52,1,2500,1,0,0,0,0,0,0,505,3
3028,0,0,0,0,0,0,0,1,40,1,0,0,0,1,0,30,0,0,1,1,0,1510,0,1,1,2,2,2,2,,,,,,,,,,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,1,24,1,13.52,1,2500,1,0,0,0,0,0,0,505,4
3029,0,0,0,0,0,0,0,1,30,0,1,0,1,0,0,40,1,1,0,0,1,1510,0,1,1,2,2,2,2,,,,,,,,,,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,1,24,1,13.52,1,2500,1,0,0,0,0,0,0,505,5
3030,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1510,0,1,1,2,2,2,2,,,,,,,,,,2,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,5,1,24,1,13.52,1,2500,1,0,0,0,0,0,0,505,6
3031,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1511,1,6,2,2,2,1,1,,,,,,,,,,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,4,4,4,4,2,2,1,6,4,65,1,23.33,1,500,1,0,0,0,0,0,0,506,1
3032,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1511,1,6,2,2,2,1,1,,,,,,,,,,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,4,4,4,4,2,2,1,6,4,65,1,23.33,1,500,1,0,0,0,0,0,0,506,2
3033,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,1511,1,6,2,2,2,1,1,,,,,,,,,,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,4,4,4,4,2,2,1,6,4,65,1,23.33,1,500,1,0,0,0,0,0,0,506,3
3034,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,1511,1,6,2,2,2,1,1,,,,,,,,,,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,4,4,4,4,2,2,1,6,4,65,1,23.33,1,500,1,0,0,0,0,0,0,506,4
3035,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1511,1,6,2,2,2,1,1,,,,,,,,,,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,4,4,4,4,2,2,1,6,4,65,1,23.33,1,500,1,0,0,0,0,0,0,506,5
3036,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1511,1,6,2,2,2,1,1,,,,,,,,,,2,3,4,4,2,4,4,2,4,2,3,3,3,2,2,4,4,4,4,2,2,1,6,4,65,1,23.33,1,500,1,0,0,0,0,0,0,506,6
3037,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1512,0,5,2,1,1,1,1,,,,,,,,,,1,4,2,4,3,2,4,4,5,5,2,4,3,2,2,5,5,5,4,2,4,1,4,3,59,1,17.52,1,500,1,0,0,0,0,0,0,507,1
3038,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1512,0,5,2,1,1,1,1,,,,,,,,,,1,4,2,4,3,2,4,4,5,5,2,4,3,2,2,5,5,5,4,2,4,1,4,3,59,1,17.52,1,500,1,0,0,0,0,0,0,507,2
3039,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,1512,0,5,2,1,1,1,1,,,,,,,,,,1,4,2,4,3,2,4,4,5,5,2,4,3,2,2,5,5,5,4,2,4,1,4,3,59,1,17.52,1,500,1,0,0,0,0,0,0,507,3
3040,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,1512,0,5,2,1,1,1,1,,,,,,,,,,1,4,2,4,3,2,4,4,5,5,2,4,3,2,2,5,5,5,4,2,4,1,4,3,59,1,17.52,1,500,1,0,0,0,0,0,0,507,4
3041,0,0,1,0,0,0,0,1,10,0,0,1,1,0,0,20,0,0,0,1,0,1512,0,5,2,1,1,1,1,,,,,,,,,,1,4,2,4,3,2,4,4,5,5,2,4,3,2,2,5,5,5,4,2,4,1,4,3,59,1,17.52,1,500,1,0,0,0,0,0,0,507,5
3042,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1512,0,5,2,1,1,1,1,,,,,,,,,,1,4,2,4,3,2,4,4,5,5,2,4,3,2,2,5,5,5,4,2,4,1,4,3,59,1,17.52,1,500,1,0,0,0,0,0,0,507,6
3043,0,0,1,0,0,0,0,0,40,0,1,0,0,1,0,10,0,1,0,1,0,1514,0,2,1,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,2,30,1,8.2299995,1,500,1,0,0,0,0,0,1,508,1
3044,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,1514,0,2,1,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,2,30,1,8.2299995,1,500,1,0,0,0,0,0,1,508,2
3045,0,0,1,0,0,0,0,0,60,0,0,1,0,0,0,5,0,1,0,1,0,1514,0,2,1,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,2,30,1,8.2299995,1,500,1,0,0,0,0,0,1,508,3
3046,0,0,1,0,0,0,0,1,40,0,0,0,0,1,0,30,0,0,1,1,0,1514,0,2,1,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,2,30,1,8.2299995,1,500,1,0,0,0,0,0,1,508,4
3047,0,0,1,0,0,0,0,1,30,0,1,0,1,0,0,40,0,1,0,0,1,1514,0,2,1,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,2,30,1,8.2299995,1,500,1,0,0,0,0,0,1,508,5
3048,0,0,1,0,0,0,0,1,5,0,0,1,1,0,1,40,0,0,1,0,1,1514,0,2,1,4,4,4,4,1,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,1,3,2,30,1,8.2299995,1,500,1,0,0,0,0,0,1,508,6
3049,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,1518,1,1,2,2,1,4,3,,,,,,,,,,3,4,4,4,2,2,4,5,4,4,4,4,3,2,3,4,4,5,4,3,3,1,5,7,18,1,8.8800001,1,500,1,0,0,0,0,0,0,509,1
3050,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1518,1,1,2,2,1,4,3,,,,,,,,,,3,4,4,4,2,2,4,5,4,4,4,4,3,2,3,4,4,5,4,3,3,1,5,7,18,1,8.8800001,1,500,1,0,0,0,0,0,0,509,2
3051,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,1518,1,1,2,2,1,4,3,,,,,,,,,,3,4,4,4,2,2,4,5,4,4,4,4,3,2,3,4,4,5,4,3,3,1,5,7,18,1,8.8800001,1,500,1,0,0,0,0,0,0,509,3
3052,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1518,1,1,2,2,1,4,3,,,,,,,,,,3,4,4,4,2,2,4,5,4,4,4,4,3,2,3,4,4,5,4,3,3,1,5,7,18,1,8.8800001,1,500,1,0,0,0,0,0,0,509,4
3053,0,0,0,0,0,0,0,1,10,1,0,1,1,0,0,20,0,0,0,1,0,1518,1,1,2,2,1,4,3,,,,,,,,,,3,4,4,4,2,2,4,5,4,4,4,4,3,2,3,4,4,5,4,3,3,1,5,7,18,1,8.8800001,1,500,1,0,0,0,0,0,0,509,5
3054,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1518,1,1,2,2,1,4,3,,,,,,,,,,3,4,4,4,2,2,4,5,4,4,4,4,3,2,3,4,4,5,4,3,3,1,5,7,18,1,8.8800001,1,500,1,0,0,0,0,0,0,509,6
3055,0,0,1,0,0,0,0,0,20,0,1,0,0,1,0,60,0,0,1,1,0,1522,0,2,3,1,1,1,1,,,,,,,,,,3,4,5,4,3,3,3,2,3,4,3,4,3,1,3,3,4,3,3,2,2,2,4,3,29,1,21.620001,1,1500,1,0,0,0,0,0,0,510,1
3056,0,0,1,0,0,0,0,0,20,0,0,0,1,0,1,10,0,0,0,0,1,1522,0,2,3,1,1,1,1,,,,,,,,,,3,4,5,4,3,3,3,2,3,4,3,4,3,1,3,3,4,3,3,2,2,2,4,3,29,1,21.620001,1,1500,1,0,0,0,0,0,0,510,2
3057,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,1522,0,2,3,1,1,1,1,,,,,,,,,,3,4,5,4,3,3,3,2,3,4,3,4,3,1,3,3,4,3,3,2,2,2,4,3,29,1,21.620001,1,1500,1,0,0,0,0,0,0,510,3
3058,0,0,1,0,0,0,0,1,60,0,0,1,0,1,0,5,0,1,0,0,0,1522,0,2,3,1,1,1,1,,,,,,,,,,3,4,5,4,3,3,3,2,3,4,3,4,3,1,3,3,4,3,3,2,2,2,4,3,29,1,21.620001,1,1500,1,0,0,0,0,0,0,510,4
3059,0,0,1,0,0,0,0,0,40,0,0,1,1,0,1,40,0,0,0,0,1,1522,0,2,3,1,1,1,1,,,,,,,,,,3,4,5,4,3,3,3,2,3,4,3,4,3,1,3,3,4,3,3,2,2,2,4,3,29,1,21.620001,1,1500,1,0,0,0,0,0,0,510,5
3060,0,0,0,0,0,0,0,1,10,1,0,0,1,0,1,40,0,0,1,0,1,1522,0,2,3,1,1,1,1,,,,,,,,,,3,4,5,4,3,3,3,2,3,4,3,4,3,1,3,3,4,3,3,2,2,2,4,3,29,1,21.620001,1,1500,1,0,0,0,0,0,0,510,6
3061,0,0,0,0,0,0,0,0,40,0,1,0,0,1,0,10,1,1,0,1,0,1525,1,2,1,2,2,2,2,,,,,,,,,,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,4,4,3,3,2,2,3,5,1,34,1,72.120003,2,2500,1,0,0,0,0,0,0,511,1
3062,0,0,1,0,0,0,0,0,5,0,1,0,0,0,1,30,0,0,0,1,0,1525,1,2,1,2,2,2,2,,,,,,,,,,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,4,4,3,3,2,2,3,5,1,34,1,72.120003,2,2500,1,0,0,0,0,0,0,511,2
3063,0,0,0,0,0,0,0,0,60,0,0,1,0,0,0,5,1,1,0,1,0,1525,1,2,1,2,2,2,2,,,,,,,,,,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,4,4,3,3,2,2,3,5,1,34,1,72.120003,2,2500,1,0,0,0,0,0,0,511,3
3064,0,0,0,0,0,0,0,1,40,0,0,0,0,1,0,30,1,0,1,1,0,1525,1,2,1,2,2,2,2,,,,,,,,,,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,4,4,3,3,2,2,3,5,1,34,1,72.120003,2,2500,1,0,0,0,0,0,0,511,4
3065,0,0,0,0,0,0,0,1,30,1,1,0,1,0,0,40,0,1,0,0,1,1525,1,2,1,2,2,2,2,,,,,,,,,,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,4,4,3,3,2,2,3,5,1,34,1,72.120003,2,2500,1,0,0,0,0,0,0,511,5
3066,0,0,0,0,0,0,0,1,5,1,0,1,1,0,1,40,0,0,1,0,1,1525,1,2,1,2,2,2,2,,,,,,,,,,4,3,4,4,4,3,3,2,3,4,4,3,3,2,2,4,4,3,3,2,2,3,5,1,34,1,72.120003,2,2500,1,0,0,0,0,0,0,511,6
3067,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1526,0,3,3,2,2,2,1,,,,,,,,,,3,3,4,3,4,2,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,1,2,2,35,1,11.07,1,500,1,0,0,0,0,0,0,512,1
3068,0,0,0,0,0,0,0,0,20,0,0,0,1,0,1,10,1,0,0,0,1,1526,0,3,3,2,2,2,1,,,,,,,,,,3,3,4,3,4,2,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,1,2,2,35,1,11.07,1,500,1,0,0,0,0,0,0,512,2
3069,0,0,1,0,0,0,0,1,10,0,1,0,0,0,1,30,0,0,1,0,1,1526,0,3,3,2,2,2,1,,,,,,,,,,3,3,4,3,4,2,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,1,2,2,35,1,11.07,1,500,1,0,0,0,0,0,0,512,3
3070,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1526,0,3,3,2,2,2,1,,,,,,,,,,3,3,4,3,4,2,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,1,2,2,35,1,11.07,1,500,1,0,0,0,0,0,0,512,4
3071,0,0,1,0,0,0,0,0,40,0,0,1,1,0,1,40,0,0,0,0,1,1526,0,3,3,2,2,2,1,,,,,,,,,,3,3,4,3,4,2,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,1,2,2,35,1,11.07,1,500,1,0,0,0,0,0,0,512,5
3072,0,0,1,0,0,0,0,1,10,0,0,0,1,0,1,40,0,0,1,0,1,1526,0,3,3,2,2,2,1,,,,,,,,,,3,3,4,3,4,2,4,3,4,4,4,4,4,2,3,4,4,4,4,3,3,1,2,2,35,1,11.07,1,500,1,0,0,0,0,0,0,512,6
3073,0,0,1,0,0,0,0,1,30,0,0,0,1,0,1,30,0,0,1,0,0,1527,0,2,4,2,1,1,1,,,,,,,,,,3,4,5,5,3,3,4,3,5,5,1,4,2,1,4,4,5,5,5,2,1,2,4,6,29,1,352.37,2,1500,1,0,0,0,0,0,0,513,1
3074,0,0,0,0,0,0,0,0,30,0,0,0,0,1,0,10,1,0,1,1,0,1527,0,2,4,2,1,1,1,,,,,,,,,,3,4,5,5,3,3,4,3,5,5,1,4,2,1,4,4,5,5,5,2,1,2,4,6,29,1,352.37,2,1500,1,0,0,0,0,0,0,513,2
3075,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,60,1,0,0,0,1,1527,0,2,4,2,1,1,1,,,,,,,,,,3,4,5,5,3,3,4,3,5,5,1,4,2,1,4,4,5,5,5,2,1,2,4,6,29,1,352.37,2,1500,1,0,0,0,0,0,0,513,3
3076,0,0,0,0,0,0,0,0,5,1,1,0,1,0,1,20,0,1,0,0,1,1527,0,2,4,2,1,1,1,,,,,,,,,,3,4,5,5,3,3,4,3,5,5,1,4,2,1,4,4,5,5,5,2,1,2,4,6,29,1,352.37,2,1500,1,0,0,0,0,0,0,513,4
3077,0,0,1,0,0,0,0,1,10,0,0,1,0,1,0,20,0,1,0,0,0,1527,0,2,4,2,1,1,1,,,,,,,,,,3,4,5,5,3,3,4,3,5,5,1,4,2,1,4,4,5,5,5,2,1,2,4,6,29,1,352.37,2,1500,1,0,0,0,0,0,0,513,5
3078,0,0,0,0,0,0,0,1,60,0,0,1,0,0,0,10,1,1,0,1,0,1527,0,2,4,2,1,1,1,,,,,,,,,,3,4,5,5,3,3,4,3,5,5,1,4,2,1,4,4,5,5,5,2,1,2,4,6,29,1,352.37,2,1500,1,0,0,0,0,0,0,513,6
3079,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1528,1,5,3,1,2,2,2,,,,,,,,,,2,2,3,2,2,2,4,4,4,4,5,7,4,4,4,4,4,4,4,4,3,3,6,8,61,2,42.75,1,2500,0,1,0,0,0,0,0,514,1
3080,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,1528,1,5,3,1,2,2,2,,,,,,,,,,2,2,3,2,2,2,4,4,4,4,5,7,4,4,4,4,4,4,4,4,3,3,6,8,61,2,42.75,1,2500,0,1,0,0,0,0,0,514,2
3081,0,0,0,0,0,0,0,1,10,0,1,0,0,0,1,30,1,0,1,0,1,1528,1,5,3,1,2,2,2,,,,,,,,,,2,2,3,2,2,2,4,4,4,4,5,7,4,4,4,4,4,4,4,4,3,3,6,8,61,2,42.75,1,2500,0,1,0,0,0,0,0,514,3
3082,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1528,1,5,3,1,2,2,2,,,,,,,,,,2,2,3,2,2,2,4,4,4,4,5,7,4,4,4,4,4,4,4,4,3,3,6,8,61,2,42.75,1,2500,0,1,0,0,0,0,0,514,4
3083,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1528,1,5,3,1,2,2,2,,,,,,,,,,2,2,3,2,2,2,4,4,4,4,5,7,4,4,4,4,4,4,4,4,3,3,6,8,61,2,42.75,1,2500,0,1,0,0,0,0,0,514,5
3084,0,0,0,0,0,0,0,1,10,0,0,0,1,0,1,40,1,0,1,0,1,1528,1,5,3,1,2,2,2,,,,,,,,,,2,2,3,2,2,2,4,4,4,4,5,7,4,4,4,4,4,4,4,4,3,3,6,8,61,2,42.75,1,2500,0,1,0,0,0,0,0,514,6
3085,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1530,1,2,2,2,1,2,1,,,,,,,,,,1,2,3,4,2,4,4,3,5,4,5,5,3,2,3,5,5,4,4,2,3,3,4,1,28,1,21.370001,1,2500,1,0,0,0,0,0,0,515,1
3086,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1530,1,2,2,2,1,2,1,,,,,,,,,,1,2,3,4,2,4,4,3,5,4,5,5,3,2,3,5,5,4,4,2,3,3,4,1,28,1,21.370001,1,2500,1,0,0,0,0,0,0,515,2
3087,0,0,0,0,0,0,0,0,40,1,1,0,1,0,1,20,0,1,0,0,1,1530,1,2,2,2,1,2,1,,,,,,,,,,1,2,3,4,2,4,4,3,5,4,5,5,3,2,3,5,5,4,4,2,3,3,4,1,28,1,21.370001,1,2500,1,0,0,0,0,0,0,515,3
3088,0,0,0,0,0,0,0,1,20,1,0,1,0,1,1,5,0,1,0,0,0,1530,1,2,2,2,1,2,1,,,,,,,,,,1,2,3,4,2,4,4,3,5,4,5,5,3,2,3,5,5,4,4,2,3,3,4,1,28,1,21.370001,1,2500,1,0,0,0,0,0,0,515,4
3089,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,1530,1,2,2,2,1,2,1,,,,,,,,,,1,2,3,4,2,4,4,3,5,4,5,5,3,2,3,5,5,4,4,2,3,3,4,1,28,1,21.370001,1,2500,1,0,0,0,0,0,0,515,5
3090,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1530,1,2,2,2,1,2,1,,,,,,,,,,1,2,3,4,2,4,4,3,5,4,5,5,3,2,3,5,5,4,4,2,3,3,4,1,28,1,21.370001,1,2500,1,0,0,0,0,0,0,515,6
3091,0,0,0,0,0,0,0,1,5,1,1,0,0,0,1,60,0,0,1,0,0,1533,1,1,2,2,2,2,1,,,,,,,,,,4,5,2,5,4,4,3,3,2,1,1,1,4,3,2,4,3,2,2,1,2,5,4,1,23,1,7.0799999,1,6000,1,0,0,0,0,1,0,516,1
3092,0,0,0,0,0,0,0,0,20,0,0,0,0,1,0,5,1,0,0,1,0,1533,1,1,2,2,2,2,1,,,,,,,,,,4,5,2,5,4,4,3,3,2,1,1,1,4,3,2,4,3,2,2,1,2,5,4,1,23,1,7.0799999,1,6000,1,0,0,0,0,1,0,516,2
3093,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,1533,1,1,2,2,2,2,1,,,,,,,,,,4,5,2,5,4,4,3,3,2,1,1,1,4,3,2,4,3,2,2,1,2,5,4,1,23,1,7.0799999,1,6000,1,0,0,0,0,1,0,516,3
3094,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,1533,1,1,2,2,2,2,1,,,,,,,,,,4,5,2,5,4,4,3,3,2,1,1,1,4,3,2,4,3,2,2,1,2,5,4,1,23,1,7.0799999,1,6000,1,0,0,0,0,1,0,516,4
3095,0,0,1,0,0,0,0,1,10,0,0,1,1,0,0,20,0,0,0,1,0,1533,1,1,2,2,2,2,1,,,,,,,,,,4,5,2,5,4,4,3,3,2,1,1,1,4,3,2,4,3,2,2,1,2,5,4,1,23,1,7.0799999,1,6000,1,0,0,0,0,1,0,516,5
3096,0,0,1,0,0,0,0,0,60,0,1,0,0,1,1,60,0,0,1,0,0,1533,1,1,2,2,2,2,1,,,,,,,,,,4,5,2,5,4,4,3,3,2,1,1,1,4,3,2,4,3,2,2,1,2,5,4,1,23,1,7.0799999,1,6000,1,0,0,0,0,1,0,516,6
3097,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1534,1,4,2,3,2,1,1,,,,,,,,,,2,3,4,3,3,3,4,4,4,5,5,5,3,4,3,4,4,5,5,3,2,2,3,4,51,1,33.18,1,1500,1,0,0,0,0,0,0,517,1
3098,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1534,1,4,2,3,2,1,1,,,,,,,,,,2,3,4,3,3,3,4,4,4,5,5,5,3,4,3,4,4,5,5,3,2,2,3,4,51,1,33.18,1,1500,1,0,0,0,0,0,0,517,2
3099,0,0,1,0,0,0,0,0,40,0,1,0,1,0,1,20,0,1,0,0,1,1534,1,4,2,3,2,1,1,,,,,,,,,,2,3,4,3,3,3,4,4,4,5,5,5,3,4,3,4,4,5,5,3,2,2,3,4,51,1,33.18,1,1500,1,0,0,0,0,0,0,517,3
3100,0,0,1,0,0,0,0,1,20,0,0,1,0,1,1,5,0,1,0,0,0,1534,1,4,2,3,2,1,1,,,,,,,,,,2,3,4,3,3,3,4,4,4,5,5,5,3,4,3,4,4,5,5,3,2,2,3,4,51,1,33.18,1,1500,1,0,0,0,0,0,0,517,4
3101,0,0,0,0,0,0,0,1,10,0,0,1,1,0,0,20,1,0,0,1,0,1534,1,4,2,3,2,1,1,,,,,,,,,,2,3,4,3,3,3,4,4,4,5,5,5,3,4,3,4,4,5,5,3,2,2,3,4,51,1,33.18,1,1500,1,0,0,0,0,0,0,517,5
3102,0,0,0,0,0,0,0,0,60,1,1,0,0,1,1,60,0,0,1,0,0,1534,1,4,2,3,2,1,1,,,,,,,,,,2,3,4,3,3,3,4,4,4,5,5,5,3,4,3,4,4,5,5,3,2,2,3,4,51,1,33.18,1,1500,1,0,0,0,0,0,0,517,6
3103,0,0,0,0,0,0,0,0,20,1,1,0,0,1,0,60,0,0,1,1,0,1535,1,6,3,1,1,1,3,,,,,,,,,,2,3,3,3,2,3,4,2,4,4,5,5,3,3,4,4,4,4,4,3,2,3,2,8,67,1,17.049999,1,2500,1,0,0,0,0,0,0,518,1
3104,0,0,0,0,0,0,0,0,20,1,0,0,1,0,1,10,0,0,0,0,1,1535,1,6,3,1,1,1,3,,,,,,,,,,2,3,3,3,2,3,4,2,4,4,5,5,3,3,4,4,4,4,4,3,2,3,2,8,67,1,17.049999,1,2500,1,0,0,0,0,0,0,518,2
3105,0,0,0,0,0,0,0,1,10,0,1,0,0,0,1,30,1,0,1,0,1,1535,1,6,3,1,1,1,3,,,,,,,,,,2,3,3,3,2,3,4,2,4,4,5,5,3,3,4,4,4,4,4,3,2,3,2,8,67,1,17.049999,1,2500,1,0,0,0,0,0,0,518,3
3106,0,0,0,0,0,0,0,1,60,0,0,1,0,1,0,5,1,1,0,0,0,1535,1,6,3,1,1,1,3,,,,,,,,,,2,3,3,3,2,3,4,2,4,4,5,5,3,3,4,4,4,4,4,3,2,3,2,8,67,1,17.049999,1,2500,1,0,0,0,0,0,0,518,4
3107,0,0,0,0,0,0,0,0,40,1,0,1,1,0,1,40,0,0,0,0,1,1535,1,6,3,1,1,1,3,,,,,,,,,,2,3,3,3,2,3,4,2,4,4,5,5,3,3,4,4,4,4,4,3,2,3,2,8,67,1,17.049999,1,2500,1,0,0,0,0,0,0,518,5
3108,0,0,1,0,0,0,0,1,10,0,0,0,1,0,1,40,0,0,1,0,1,1535,1,6,3,1,1,1,3,,,,,,,,,,2,3,3,3,2,3,4,2,4,4,5,5,3,3,4,4,4,4,4,3,2,3,2,8,67,1,17.049999,1,2500,1,0,0,0,0,0,0,518,6
3109,0,0,1,0,0,0,0,1,5,0,1,0,0,0,1,60,0,0,1,0,0,1536,0,5,2,1,1,1,1,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,4,4,3,4,4,4,4,3,1,2,4,2,62,1,16.15,1,1500,1,0,0,0,0,0,0,519,1
3110,0,0,0,0,0,0,0,0,20,1,0,0,0,1,0,5,0,0,0,1,0,1536,0,5,2,1,1,1,1,,,,,,,,,,2,3,3,4,4,4,4,4,5,5,4,4,4,4,3,4,4,4,4,3,1,2,4,2,62,1,16.15,1,1500,1,0,0,0,0,0,0,519,2
